"Serial","ID","Asset Number"
"C9K9MW64C4","TC104","จักราชวิทยา_TC104"
"L235NWHWD9","TC11","จักราชวิทยา_TC11"
"H6RYVJPXL4","SC1016","จักราชวิทยา_SC1016"
"GYN69LCN23","SC443","จักราชวิทยา_SC443"
"C9441NH9FD","SC867","จักราชวิทยา_SC867"
"J67YQ2DFH6","SC757","จักราชวิทยา_SC757"
"MPYJQT7MWW","SC450","จักราชวิทยา_SC450"
"DH3XK5QD2H","SC267","จักราชวิทยา_SC267"
"FQCNQHY99L","SC221","จักราชวิทยา_SC221"
"DP2VFYD9CJ","SC950","จักราชวิทยา_SC950"
"HMVVDGGK6F","SC1066","จักราชวิทยา_SC1066"
"M7T75WDFHQ","SC1089","จักราชวิทยา_SC1089"
"D2L24W49HG","SC650","จักราชวิทยา_SC650"
"DHXN7FVQXP","SC986","จักราชวิทยา_SC986"
"MM97D5459J","SC997","จักราชวิทยา_SC997"
"J3W6FY66XL","SC646","จักราชวิทยา_SC646"
"L463NVFQML","SC569","จักราชวิทยา_SC569"
"L4DD4527YL","SC75","จักราชวิทยา_SC75"
"KV914LFTQ7","SC329","จักราชวิทยา_SC329"
"CKKV90P7PK","TC44","จักราชวิทยา_TC44"
"FXQ0F5439R","TC76","จักราชวิทยา_TC76"
"FPVD97TTXY","SC1052","จักราชวิทยา_SC1052"
"HFJVKP7WYT","SC1103","จักราชวิทยา_SC1103"
"K6925W2M65","SC742","จักราชวิทยา_SC742"
"G90DJTCJQW","SC351","จักราชวิทยา_SC351"
"K4XH74GW4C","SC868","จักราชวิทยา_SC868"
"MWQY929RHY","SC1012","จักราชวิทยา_SC1012"
"JQ2R7RQRQX","SC327","จักราชวิทยา_SC327"
"LC27F5CC60","SC588","จักราชวิทยา_SC588"
"G14YHL4TTH","SC553","จักราชวิทยา_SC553"
"D9CH2FFQNJ","TC89","จักราชวิทยา_TC89"
"JQF2VXCQTQ","TC72","จักราชวิทยา_TC72"
"L1CYT6X71F","SC801","จักราชวิทยา_SC801"
"CD73QJ9Q6P","SC229","จักราชวิทยา_SC229"
"GYG020VQQM","SC630","จักราชวิทยา_SC630"
"G7XCH2MVKD","SC782","จักราชวิทยา_SC782"
"GTPF03GHVV","SC1083","จักราชวิทยา_SC1083"
"M2CK92YF3W","SC818","จักราชวิทยา_SC818"
"JM92RJJ4C9","SC946","จักราชวิทยา_SC946"
"G9W91Y4CNK","SC167","จักราชวิทยา_SC167"
"C9C91KFC7F","SC989","จักราชวิทยา_SC989"
"K4N42LJ4NJ","SC14","จักราชวิทยา_SC14"
"JT9374HM6Y","SC16","จักราชวิทยา_SC16"
"H24L02VXDR","SC271","จักราชวิทยา_SC271"
"GHG7N7V254","SC298","จักราชวิทยา_SC298"
"FYXJ3XNHV6","SC665","จักราชวิทยา_SC665"
"MD3HGMH67J","SC520","จักราชวิทยา_SC520"
"FTPGYD74HR","SC145","จักราชวิทยา_SC145"
"FQ9K7DHQ3X","SC105","จักราชวิทยา_SC105"
"MQ93R4TXPF","TC71","จักราชวิทยา_TC71"
"JP9334L509","SC163","จักราชวิทยา_SC163"
"JW9JV61MV2","SC1021","จักราชวิทยา_SC1021"
"HHCWP2742V","SC994","จักราชวิทยา_SC994"
"FHQ41Q2NFY","SC882","จักราชวิทยา_SC882"
"L127H4VQFL","SC816","จักราชวิทยา_SC816"
"K7099M3Q2Y","SC826","จักราชวิทยา_SC826"
"FC2X024N6G","SC755","จักราชวิทยา_SC755"
"ML66QV5T4Q","SC863","จักราชวิทยา_SC863"
"DFN6F4NWL6","SC391","จักราชวิทยา_SC391"
"JHYRWVP7P9","SC741","จักราชวิทยา_SC741"
"FPHHMQ9QDR","SC668","จักราชวิทยา_SC668"
"GP1QJG36R6","SC87","จักราชวิทยา_SC87"
"L3VYGD6JRD","SC139","จักราชวิทยา_SC139"
"KW36CQT29Q","TC70","จักราชวิทยา_TC70"
"LWF6KVFVXJ","TC73","จักราชวิทยา_TC73"
"CG7L4LP671","SC537","จักราชวิทยา_SC537"
"LVQ2446VM2","SC963","จักราชวิทยา_SC963"
"FQ7TKHQL27","SC340","จักราชวิทยา_SC340"
"KY0RM26X3P","SC1100","จักราชวิทยา_SC1100"
"J34F7V6HH7","SC1113","จักราชวิทยา_SC1113"
"G64M9VTGCQ","SC620","จักราชวิทยา_SC620"
"LT4MW2XGF4","SC949","จักราชวิทยา_SC949"
"GJHP9F0H6K","SC257","จักราชวิทยา_SC257"
"K3JPKQ0KJG","SC592","จักราชวิทยา_SC592"
"F7YW0JX6RW","SC1077","จักราชวิทยา_SC1077"
"JMFV54CYWF","SC246","จักราชวิทยา_SC246"
"FL2XG7Q2XD","SC881","จักราชวิทยา_SC881"
"CXWHYPQ6HG","SC644","จักราชวิทยา_SC644"
"LN9H3QHH5M","SC478","จักราชวิทยา_SC478"
"GT6LXWK4KG","SC489","จักราชวิทยา_SC489"
"K7L3C4W91Y","SC672","จักราชวิทยา_SC672"
"GQQPR7G2DW","SC186","จักราชวิทยา_SC186"
"FJX6VD6626","SC676","จักราชวิทยา_SC676"
"FFQLH32QC1","SC338","จักราชวิทยา_SC338"
"GXLWL96V34","SC299","จักราชวิทยา_SC299"
"FFWW54K6RW","SC119","จักราชวิทยา_SC119"
"J2L54N4J4W","SC08","จักราชวิทยา_SC08"
"F67P12Y0Y3","SC839","จักราชวิทยา_SC839"
"GPVGHG6FM3","SC345","จักราชวิทยา_SC345"
"LXK2D7J30J","SC853","จักราชวิทยา_SC853"
"C9VTX4N1F4","SC317","จักราชวิทยา_SC317"
"JMQ96WP6VV","SC357","จักราชวิทยา_SC357"
"J3V3XYH7RW","SC901","จักราชวิทยา_SC901"
"K9JFYY3N20","SC439","จักราชวิทยา_SC439"
"L504JNY66W","SC910","จักราชวิทยา_SC910"
"FJ4GVKL74R","SC789","จักราชวิทยา_SC789"
"CL9G0P2DQK","SC1076","จักราชวิทยา_SC1076"
"LJYR2YGVMR","SC1088","จักราชวิทยา_SC1088"
"KN4XWJYKW0","SC756","จักราชวิทยา_SC756"
"LKF7QM3H42","SC1069","จักราชวิทยา_SC1069"
"GJG2YWG02F","SC987","จักราชวิทยา_SC987"
"F79FC4PH34","SC371","จักราชวิทยา_SC371"
"CC9Y32V00V","SC549","จักราชวิทยา_SC549"
"MKG9463PC6","SC264","จักราชวิทยา_SC264"
"D7YY7XL4WH","SC245","จักราชวิทยา_SC245"
"HGJGWRQRPK","SC231","จักราชวิทยา_SC231"
"H7G1Q06XJK","SC190","จักราชวิทยา_SC190"
"KLW7VR2W7L","SC65","จักราชวิทยา_SC65"
"GJ03K9Y52R","TC86","จักราชวิทยา_TC86"
"LLK9PF09MY","TC107","จักราชวิทยา_TC107"
"DY7N00T3NX","SC871","จักราชวิทยา_SC871"
"JRVVMM4CTJ","SC444","จักราชวิทยา_SC444"
"M42YYDWP4P","SC166","จักราชวิทยา_SC166"
"D6Q1C322QR","SC344","จักราชวิทยา_SC344"
"MGT2QDT72M","SC1026","จักราชวิทยา_SC1026"
"KTV7FPPVHD","SC894","จักราชวิทยา_SC894"
"LVCXFHVHQH","SC447","จักราชวิทยา_SC447"
"G09DPFHM3H","SC249","จักราชวิทยา_SC249"
"DC6TK2W39N","SC49","จักราชวิทยา_SC49"
"GKPF7F2VNC","SC157","จักราชวิทยา_SC157"
"F3H7PWCC7V","SC1094","จักราชวิทยา_SC1094"
"C5705N91CW","SC58","จักราชวิทยา_SC58"
"GHHDF9P1V4","SC908","จักราชวิทยา_SC908"
"J9F7X5C3G7","TC64","จักราชวิทยา_TC64"
"H49TF5W4JX","SC333","จักราชวิทยา_SC333"
"LP645F76T9","SC293","จักราชวิทยา_SC293"
"FXXWCDKKXT","SC864","จักราชวิทยา_SC864"
"DFL7TXT4ML","SC155","จักราชวิทยา_SC155"
"J46MVW4393","SC890","จักราชวิทยา_SC890"
"FVKWD750DC","SC94","จักราชวิทยา_SC94"
"KFQPH725JC","SC477","จักราชวิทยา_SC477"
"FVPF61T4Y6","SC314","จักราชวิทยา_SC314"
"FHYTR4LQ0L","SC778","จักราชวิทยา_SC778"
"KYPHYPPWQY","SC1034","จักราชวิทยา_SC1034"
"LYYXH4V4HP","SC471","จักราชวิทยา_SC471"
"G6QGX5M0VD","SC534","จักราชวิทยา_SC534"
"J22PK949LY","SC1118","จักราชวิทยา_SC1118"
"F490XV2547","SC898","จักราชวิทยา_SC898"
"M22C4Y9VCC","SC253","จักราชวิทยา_SC253"
"KW4G0QDGJP","SC696","จักราชวิทยา_SC696"
"FYT79KVQ31","SC496","จักราชวิทยา_SC496"
"GHGX7LNH79","SC618","จักราชวิทยา_SC618"
"K2GWMNP3Q1","SC512","จักราชวิทยา_SC512"
"CD7QH9Y225","SC660","จักราชวิทยา_SC660"
"HD9H4HFV71","SC252","จักราชวิทยา_SC252"
"FXH57WJ1QQ","SC524","จักราชวิทยา_SC524"
"KJ96KQH9NK","SC503","จักราชวิทยา_SC503"
"D6XFXV5596","SC279","จักราชวิทยา_SC279"
"JJ9CTWRRVP","SC100","จักราชวิทยา_SC100"
"K7VFCX3VDW","SC12","จักราชวิทยา_SC12"
"K43Y640CNQ","SC153","จักราชวิทยา_SC153"
"HXQV4R96VN","TC07","จักราชวิทยา_TC07"
"H5KQV3344D","TC16","จักราชวิทยา_TC16"
"LQVQ94YFJ9","TC75","จักราชวิทยา_TC75"
"KT76909THH","SC519","จักราชวิทยา_SC519"
"JR2507N9CP","SC492","จักราชวิทยา_SC492"
"JX7GP7LD4C","SC183","จักราชวิทยา_SC183"
"FM6JQ767WW","SC126","จักราชวิทยา_SC126"
"G3XP6649KR","SC141","จักราชวิทยา_SC141"
"C7XJXJX0WP","TC69","จักราชวิทยา_TC69"
"JW59FVD74T","SC256","จักราชวิทยา_SC256"
"CK2DQGQMXK","SC1104","จักราชวิทยา_SC1104"
"DVXHMF6H0C","SC504","จักราชวิทยา_SC504"
"M4QNJHG7G3","SC484","จักราชวิทยา_SC484"
"CX4JY4DDH4","SC116","จักราชวิทยา_SC116"
"H94T47R4TD","SC453","จักราชวิทยา_SC453"
"K5WYDFPHR2","SC884","จักราชวิทยา_SC884"
"H253J4JLY2","SC992","จักราชวิทยา_SC992"
"M3H2X9TWWF","SC980","จักราชวิทยา_SC980"
"J7T7GCWQWQ","SC1081","จักราชวิทยา_SC1081"
"HT6F04QTQ7","SC606","จักราชวิทยา_SC606"
"D3NXM59YJD","SC228","จักราชวิทยา_SC228"
"K3KFCW9H66","SC310","จักราชวิทยา_SC310"
"H71C75PXX2","SC674","จักราชวิทยา_SC674"
"K791LGDTHK","SC60","จักราชวิทยา_SC60"
"CMQCY4K42Q","TC74","จักราชวิทยา_TC74"
"J59Q269KK2","SC191","จักราชวิทยา_SC191"
"J3262TPWDQ","SC820","จักราชวิทยา_SC820"
"JF9YW19JY5","SC497","จักราชวิทยา_SC497"
"L17WP641H7","SC594","จักราชวิทยา_SC594"
"GH60YC5PHL","SC998","จักราชวิทยา_SC998"
"FXH37KP9T3","SC796","จักราชวิทยา_SC796"
"FX92KPQ4N4","SC1097","จักราชวิทยา_SC1097"
"GXR2QWQ0M3","SC1108","จักราชวิทยา_SC1108"
"HJGDQW7QV4","SC815","จักราชวิทยา_SC815"
"LYWX91CD4X","SC1073","จักราชวิทยา_SC1073"
"HGW4RH6NVL","SC1098","จักราชวิทยา_SC1098"
"D25XFWDP7M","SC888","จักราชวิทยา_SC888"
"D9G6XDMGH3","SC1000","จักราชวิทยา_SC1000"
"DDGJN2Y59M","SC1018","จักราชวิทยา_SC1018"
"F56JW1TJLY","SC941","จักราชวิทยา_SC941"
"FXHX74V6J6","SC97","จักราชวิทยา_SC97"
"FX0RHC72WR","SC36","จักราชวิทยา_SC36"
"F99Q32FXC9","SC384","จักราชวิทยา_SC384"
"HXWT3XCJ4X","SC571","จักราชวิทยา_SC571"
"D572YTDWVL","SC281","จักราชวิทยา_SC281"
"D926X4YGGK","SC539","จักราชวิทยา_SC539"
"DHXV2F17QK","SC1117","จักราชวิทยา_SC1117"
"CKYFFHFX15","SC52","จักราชวิทยา_SC52"
"KW4K0GQ056","SC174","จักราชวิทยา_SC174"
"DL2TCXT97T","SC1004","จักราชวิทยา_SC1004"
"GQV9434VQ0","SC224","จักราชวิทยา_SC224"
"FQMQ9W219H","SC1114","จักราชวิทยา_SC1114"
"DMVQW7HP2N","SC1001","จักราชวิทยา_SC1001"
"G5VHWTJW6V","SC787","จักราชวิทยา_SC787"
"M19KR95XXQ","SC939","จักราชวิทยา_SC939"
"KY43DC2Y4Q","SC843","จักราชวิทยา_SC843"
"HLX2FW4PDQ","SC607","จักราชวิทยา_SC607"
"CKKWPXNG6Q","SC1023","จักราชวิทยา_SC1023"
"KTW37DJMVV","SC275","จักราชวิทยา_SC275"
"GMCFVX4RTH","SC493","จักราชวิทยา_SC493"
"MGJQ3P575Y","SC123","จักราชวิทยา_SC123"
"LP9CMJX4CY","SC130","จักราชวิทยา_SC130"
"D524X9LDQW","SC473","จักราชวิทยา_SC473"
"MNXRNWND7V","SC648","จักราชวิทยา_SC648"
"KXHTQDF07K","SC433","จักราชวิทยา_SC433"
"K9DD7D4DG7","SC530","จักราชวิทยา_SC530"
"LNXY2DWF4P","SC823","จักราชวิทยา_SC823"
"C4Q3G2HW3G","SC848","จักราชวิทยา_SC848"
"MVHH0Y04YC","SC200","จักราชวิทยา_SC200"
"MWL5Q6264X","SC781","จักราชวิทยา_SC781"
"GHV9KLF7DH","SC1042","จักราชวิทยา_SC1042"
"HPHHJ24NWJ","SC1074","จักราชวิทยา_SC1074"
"H4MQCQYL2C","SC959","จักราชวิทยา_SC959"
"F57DY4251W","SC804","จักราชวิทยา_SC804"
"LQQTHFQ1YG","SC979","จักราชวิทยา_SC979"
"KW906WH7LJ","SC721","จักราชวิทยา_SC721"
"DKWN7MWH26","SC37","จักราชวิทยา_SC37"
"CM7K44TPQ2","SC121","จักราชวิทยา_SC121"
"MCF2K20G22","SC05","จักราชวิทยา_SC05"
"MYCVYGJW6V","SC142","จักราชวิทยา_SC142"
"K33R7102VN","SC332","จักราชวิทยา_SC332"
"FG6VFWK0M4","SC308","จักราชวิทยา_SC308"
"D401HG3H76","SC906","จักราชวิทยา_SC906"
"G3602XYJ0C","SC95","จักราชวิทยา_SC95"
"CF7DK2QJPV","SC488","จักราชวิทยา_SC488"
"KXKC949FHM","SC904","จักราชวิทยา_SC904"
"LD4323XD2L","SC1047","จักราชวิทยา_SC1047"
"KXWC6030MJ","SC418","จักราชวิทยา_SC418"
"L7JQV259KJ","SC633","จักราชวิทยา_SC633"
"KJJD2XGYJW","SC793","จักราชวิทยา_SC793"
"FQY4K3KVW1","SC207","จักราชวิทยา_SC207"
"G765NY9CTX","SC481","จักราชวิทยา_SC481"
"GFDH670WQM","SC507","จักราชวิทยา_SC507"
"HR2FNYJVX0","TC28","จักราชวิทยา_TC28"
"JFGP7T2RXM","SC927","จักราชวิทยา_SC927"
"LX9RQ96XKV","SC923","จักราชวิทยา_SC923"
"FKPYF6F96J","SC1090","จักราชวิทยา_SC1090"
"KJ52YWVYFN","SC88","จักราชวิทยา_SC88"
"C9W3MJP73T","SC319","จักราชวิทยา_SC319"
"CPVYL97MF2","SC842","จักราชวิทยา_SC842"
"KTH6P493H4","SC806","จักราชวิทยา_SC806"
"H9H90R96CM","SC758","จักราชวิทยา_SC758"
"G9PFMQ03D0","SC821","จักราชวิทยา_SC821"
"GKG4RQ50QR","SC325","จักราชวิทยา_SC325"
"G0FF6NF27M","SC199","จักราชวิทยา_SC199"
"G7PYXTXTWH","SC653","จักราชวิทยา_SC653"
"HDW6N36DHP","SC113","จักราชวิทยา_SC113"
"FR63DDG6QY","SC03","จักราชวิทยา_SC03"
"F9960CWVDF","SC31","จักราชวิทยา_SC31"
"L76V5MHX73","SC56","จักราชวิทยา_SC56"
"JN02360XKK","TC88","จักราชวิทยา_TC88"
"DNQFC64QM9","TC68","จักราชวิทยา_TC68"
"MJ9TC3FJHL","SC196","จักราชวิทยา_SC196"
"CGQ7V3Y4D7","SC220","จักราชวิทยา_SC220"
"JMGCRW27G3","SC365","จักราชวิทยา_SC365"
"KD9XD929KK","SC475","จักราชวิทยา_SC475"
"J37L9W909F","SC144","จักราชวิทยา_SC144"
"H29V0H4750","SC825","จักราชวิทยา_SC825"
"JR6TNHY4LW","SC554","จักราชวิทยา_SC554"
"L6JVVM0JGK","SC999","จักราชวิทยา_SC999"
"HQ54P2YG6X","SC981","จักราชวิทยา_SC981"
"KX37N36H36","SC957","จักราชวิทยา_SC957"
"FYJ4KGXKLW","SC1061","จักราชวิทยา_SC1061"
"FCY7VN46CF","SC1092","จักราชวิทยา_SC1092"
"L2PWN7QKWG","SC1075","จักราชวิทยา_SC1075"
"G2PM02DV71","SC67","จักราชวิทยา_SC67"
"GWXL65PWPG","SC769","จักราชวิทยา_SC769"
"MJ6JKQKJ64","SC514","จักราชวิทยา_SC514"
"C2VTW9JWWH","SC552","จักราชวิทยา_SC552"
"HVJ96QK9CH","SC536","จักราชวิทยา_SC536"
"G542V2XR56","SC89","จักราชวิทยา_SC89"
"FH9NFHVJ75","SC111","จักราชวิทยา_SC111"
"MN4VC2K20C","SC170","จักราชวิทยา_SC170"
"FV7YFHFMPJ","SC546","จักราชวิทยา_SC546"
"LYQ34WJ6W4","SC385","จักราชวิทยา_SC385"
"LV1WRMQ9QN","SC1059","จักราชวิทยา_SC1059"
"KJK4K29T6W","SC870","จักราชวิทยา_SC870"
"LNK44HKPH0","SC615","จักราชวิทยา_SC615"
"HFJV4PV3K7","SC1068","จักราชวิทยา_SC1068"
"HWH9X4FVJD","SC1078","จักราชวิทยา_SC1078"
"H64WN22VYY","SC1020","จักราชวิทยา_SC1020"
"K46DQYP9PG","SC752","จักราชวิทยา_SC752"
"FX23HF4MFD","SC819","จักราชวิทยา_SC819"
"J60M41D7FJ","SC513","จักราชวิทยา_SC513"
"H4CQGPX7NL","SC322","จักราชวิทยา_SC322"
"H9LQJ454Q3","SC262","จักราชวิทยา_SC262"
"G9419K5CQC","TC82","จักราชวิทยา_TC82"
"H3D2F4YJ9L","TC94","จักราชวิทยา_TC94"
"KY07RQR4NK","SC1116","จักราชวิทยา_SC1116"
"HDCQ2LQPNP","SC1022","จักราชวิทยา_SC1022"
"MP7XHQP704","SC1174","จักราชวิทยา_SC1174"
"J7KTV73C6K","SC645","จักราชวิทยา_SC645"
"D7R9C5H2WM","SC149","จักราชวิทยา_SC149"
"JVXL17R622","SC266","จักราชวิทยา_SC266"
"HQ91P9G2Y5","SC64","จักราชวิทยา_SC64"
"F4522PJW1J","TC26","จักราชวิทยา_TC26"
"DGC5K6QFT9","TC110","จักราชวิทยา_TC110"
"G2M6M2RRVV","SC274","จักราชวิทยา_SC274"
"JL4LDQYJWW","SC919","จักราชวิทยา_SC919"
"C6J49HGXNG","SC632","จักราชวิทยา_SC632"
"KVPQGG3YJ0","SC210","จักราชวิทยา_SC210"
"MGQWWQT9XM","SC1010","จักราชวิทยา_SC1010"
"DQ0WHM7XXP","SC965","จักราชวิทยา_SC965"
"HGW5C2M94K","TC24","จักราชวิทยา_TC24"
"G1FY2C664K","SC786","จักราชวิทยา_SC786"
"LT4KH262HP","SC510","จักราชวิทยา_SC510"
"G337GDL621","SC32","จักราชวิทยา_SC32"
"D9P4T0455P","SC578","จักราชวิทยา_SC578"
"F75QFWXDY2","SC185","จักราชวิทยา_SC185"
"MNQDWYJGJN","SC892","จักราชวิทยา_SC892"
"G12PTQWMWK","SC209","จักราชวิทยา_SC209"
"LM25N6HQV6","SC915","จักราชวิทยา_SC915"
"HG4NWL3W42","SC909","จักราชวิทยา_SC909"
"LGJ479MF47","SC131","จักราชวิทยา_SC131"
"K767M3WQ2J","SC600","จักราชวิทยา_SC600"
"DF3DVJ2CQX","SC681","จักราชวิทยา_SC681"
"MTP4LYQPF4","SC442","จักราชวิทยา_SC442"
"FFWWK10QND","SC678","จักราชวิทยา_SC678"
"J9DF3FJ93P","SC456","จักราชวิทยา_SC456"
"LDY04QM7LV","SC41","จักราชวิทยา_SC41"
"FXFHR72KL0","SC263","จักราชวิทยา_SC263"
"C9L54GYW79","SC410","จักราชวิทยา_SC410"
"KWN3HYQKM7","SC62","จักราชวิทยา_SC62"
"FC9F4W29GY","SC978","จักราชวิทยา_SC978"
"HVV36VM99G","SC485","จักราชวิทยา_SC485"
"MJWFX9TM9H","SC1109","จักราชวิทยา_SC1109"
"DTQ2CY9W77","SC72","จักราชวิทยา_SC72"
"H56KL9Y93K","SC480","จักราชวิทยา_SC480"
"GXX23LTXWX","SC26","จักราชวิทยา_SC26"
"JQ1P7PG25G","SC952","จักราชวิทยา_SC952"
"C2Y7GQVCFL","SC137","จักราชวิทยา_SC137"
"DR66KC4M4P","SC280","จักราชวิทยา_SC280"
"FVT7YHQC22","SC362","จักราชวิทยา_SC362"
"FT20V6Q741","SC1040","จักราชวิทยา_SC1040"
"G7NG34RJCM","SC985","จักราชวิทยา_SC985"
"K3QCN7JMWK","SC367","จักราชวิทยา_SC367"
"CCXPMY43TC","SC432","จักราชวิทยา_SC432"
"FVKC49VNPV","SC369","จักราชวิทยา_SC369"
"C269JP4QDF","SC24","จักราชวิทยา_SC24"
"JQX4RY5W5H","SC808","จักราชวิทยา_SC808"
"H47NPHKQ69","SC202","จักราชวิทยา_SC202"
"FN2L4R04FP","SC656","จักราชวิทยา_SC656"
"G7PN4G1930","SC573","จักราชวิทยา_SC573"
"C9G7HVFN2P","SC966","จักราชวิทยา_SC966"
"G4022F171C","SC954","จักราชวิทยา_SC954"
"HQM9WQ2J41","SC1095","จักราชวิทยา_SC1095"
"DN2TWRYXFP","SC242","จักราชวิทยา_SC242"
"DX3N7C4N9V","SC535","จักราชวิทยา_SC535"
"CL6FJQG0QH","SC390","จักราชวิทยา_SC390"
"MPXGK4TMGY","SC331","จักราชวิทยา_SC331"
"LHPKG12JDV","SC93","จักราชวิทยา_SC93"
"L26GNPH69R","TC39","จักราชวิทยา_TC39"
"GDW7FNVYK9","TC35","จักราชวิทยา_TC35"
"M2TKJ74F4X","SC829","จักราชวิทยา_SC829"
"JYR4NNVWHG","SC234","จักราชวิทยา_SC234"
"FD657R4QW4","SC771","จักราชวิทยา_SC771"
"DGQL9GX65Q","SC641","จักราชวิทยา_SC641"
"DL7CT9799H","TC48","จักราชวิทยา_TC48"
"CFXCXJW77H","SC686","จักราชวิทยา_SC686"
"FWV7QLHDWR","SC102","จักราชวิทยา_SC102"
"HM6N6J93JV","SC970","จักราชวิทยา_SC970"
"LW09LQ3J0N","SC461","จักราชวิทยา_SC461"
"M9KQ60L4DP","SC474","จักราชวิทยา_SC474"
"C7HDP2LPGX","SC169","จักราชวิทยา_SC169"
"MYX4R76C2F","SC165","จักราชวิทยา_SC165"
"G2GW9TN22D","SC120","จักราชวิทยา_SC120"
"LJ6J3J4L0M","SC586","จักราชวิทยา_SC586"
"FW3TVW3K5V","TC105","จักราชวิทยา_TC105"
"C9XMPF34GY","SC15","จักราชวิทยา_SC15"
"CYKYPP245N","SC469","จักราชวิทยา_SC469"
"HVVT7F5H4N","SC203","จักราชวิทยา_SC203"
"LV3GCP7WGW","SC764","จักราชวิทยา_SC764"
"G9HXGW265R","SC934","จักราชวิทยา_SC934"
"K9J496K6P6","SC460","จักราชวิทยา_SC460"
"L7RW14PTQC","SC206","จักราชวิทยา_SC206"
"K0H6JXTR2Q","SC368","จักราชวิทยา_SC368"
"L2F2F5WY0T","SC136","จักราชวิทยา_SC136"
"MT4Y3G5P4F","TC50","จักราชวิทยา_TC50"
"J619LQR4FL","SC364","จักราชวิทยา_SC364"
"GY7X7XNN7V","TC20","จักราชวิทยา_TC20"
"KQWP42LQ2Y","SC916","จักราชวิทยา_SC916"
"CTW54DFVCG","SC1051","จักราชวิทยา_SC1051"
"F63WGK99XH","SC944","จักราชวิทยา_SC944"
"H6549LJYCM","SC977","จักราชวิทยา_SC977"
"KW1QYXY2YX","SC625","จักราชวิทยา_SC625"
"JHKJ6PQMFC","SC572","จักราชวิทยา_SC572"
"KW19R5J7RD","SC523","จักราชวิทยา_SC523"
"D6GD26P7GT","SC238","จักราชวิทยา_SC238"
"JYYK4GXLV6","SC50","จักราชวิทยา_SC50"
"MG60Q104G7","SC643","จักราชวิทยา_SC643"
"DXQGHXMVGV","SC81","จักราชวิทยา_SC81"
"G4HHYGQ100","SC851","จักราชวิทยา_SC851"
"F9HWLH91VF","SC805","จักราชวิทยา_SC805"
"H400FJ409C","SC858","จักราชวิทยา_SC858"
"DVWH6YQYHM","SC598","จักราชวิทยา_SC598"
"KW96QYTVPQ","SC688","จักราชวิทยา_SC688"
"JQDQY5J693","SC543","จักราชวิทยา_SC543"
"H6X132X63R","SC430","จักราชวิทยา_SC430"
"J7VH47XDGY","SC76","จักราชวิทยา_SC76"
"GKCF0XJ020","TC109","จักราชวิทยา_TC109"
"LX9TMJ7JVC","TC114","จักราชวิทยา_TC114"
"DHX07T3VW5","SC470","จักราชวิทยา_SC470"
"F335597X7T","SC565","จักราชวิทยา_SC565"
"J6CC9DG45L","SC356","จักราชวิทยา_SC356"
"L95TLPG1QH","SC874","จักราชวิทยา_SC874"
"MC7XHLWMLY","SC376","จักราชวิทยา_SC376"
"LL9TX2366V","SC405","จักราชวิทยา_SC405"
"DH3HJG22LJ","SC180","จักราชวิทยา_SC180"
"C04D7CQR95","SC129","จักราชวิทยา_SC129"
"GCWXHXYTH6","SC140","จักราชวิทยา_SC140"
"MQVKV3XTVG","SC160","จักราชวิทยา_SC160"
"D590K00C4D","TC63","จักราชวิทยา_TC63"
"G0PY23KTYW","SC148","จักราชวิทยา_SC148"
"H49M19Y4G3","SC283","จักราชวิทยา_SC283"
"CPQQX0P6JN","TC59","จักราชวิทยา_TC59"
"G32LQ41QNJ","TC91","จักราชวิทยา_TC91"
"F94XLDD6V2","SC896","จักราชวิทยา_SC896"
"G2R4JXWQQ0","SC188","จักราชวิทยา_SC188"
"CL7WHNQ2F3","SC45","จักราชวิทยา_SC45"
"GD4WL94F77","SC613","จักราชวิทยา_SC613"
"JXPYWJC6GP","SC937","จักราชวิทยา_SC937"
"DK4HTK609V","SC265","จักราชวิทยา_SC265"
"D76M6X2KW9","SC852","จักราชวิทยา_SC852"
"MDV426FKV7","SC222","จักราชวิทยา_SC222"
"DXJ4HR67GR","SC189","จักราชวิทยา_SC189"
"DWC2T9J2FC","SC636","จักราชวิทยา_SC636"
"FM7TJY6KQL","SC495","จักราชวิทยา_SC495"
"K72CNXPR61","SC833","จักราชวิทยา_SC833"
"DQCWF0G726","SC627","จักราชวิทยา_SC627"
"D662W159MH","SC173","จักราชวิทยา_SC173"
"FPMJLY6HYW","SC657","จักราชวิทยา_SC657"
"M4X2Y70JXN","SC671","จักราชวิทยา_SC671"
"G4YXFNWX4R","SC424","จักราชวิทยา_SC424"
"LT2K2YWKYC","SC48","จักราชวิทยา_SC48"
"JK34WDFYTQ","SC07","จักราชวิทยา_SC07"
"G7H3Y7Q9XF","TC09","จักราชวิทยา_TC09"
"MGGNX9G23V","SC464","จักราชวิทยา_SC464"
"CJH6R9HQPW","SC831","จักราชวิทยา_SC831"
"DL2W7012YC","SC1009","จักราชวิทยา_SC1009"
"GXQQ779K22","SC382","จักราชวิทยา_SC382"
"HMX652YFWC","SC498","จักราชวิทยา_SC498"
"GQFHC9RD9C","SC516","จักราชวิทยา_SC516"
"L702GPJX9H","SC462","จักราชวิทยา_SC462"
"GY730MM2RW","SC370","จักราชวิทยา_SC370"
"FQ9TT72MGG","SC850","จักราชวิทยา_SC850"
"LF73HTK4CV","SC1041","จักราชวิทยา_SC1041"
"M44LH29QYW","SC446","จักราชวิทยา_SC446"
